When,VideoURL,Author,Topic,ContentType,ScreenerVerdict,ScreenerReasons,Swipe,WhyKind,WhyReason,Views,OutlierRatio
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7649476402806344981,englishwithevelyn,contrast linkers from but to albeit,grammar,keep,,approve,,,289400,11.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7653988873252457748,englishwithevelyn,better words for very delicious,vocabulary,keep,,approve,,,257300,10.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7645052119338290452,englishwithevelyn,"neither, none, either in negative sentences",grammar,keep,,approve,,,214800,8.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7665028265471511822,learnativenglish,times of day words,vocabulary,keep,,approve,,,65100,8.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7654081284288957709,learnativenglish,irregular verbs that never change,grammar,keep,,approve,,,52000,6.9
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7640239937199148309,englishwithevelyn,deprived vs depraved,vocabulary,keep,,approve,,,142400,5.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7662787377772956942,learnativenglish,irregular past tense verbs,grammar,keep,,approve,,,35500,4.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7665384897992772877,learnativenglish,irregular past simple verbs,grammar,keep,,approve,,,32700,4.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7655519054307806477,learnativenglish,basic phrases upgraded to idioms,phrases,keep,,approve,,,25900,3.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7641378817960873236,englishwithevelyn,decent vs descent,vocabulary,keep,,approve,,,80800,3.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7651868942138445070,learnativenglish,prepositions after verbs and adjectives,grammar,keep,,approve,,,23800,3.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7648976687996144909,learnativenglish,irregular past simple verbs,grammar,keep,,approve,,,22300,3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7668032433589177621,englishwithevelyn,prepositions after common adjectives,grammar,keep,,approve,,,71000,2.9
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7654711845667835157,englishwithevelyn,good for you vs good on you,phrases,keep,,approve,,,66100,2.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7642431881484750100,englishwithevelyn,prosecute vs persecute,vocabulary,keep,,approve,,,67700,2.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7638065371903282453,englishwithevelyn,wonder vs wander,vocabulary,keep,,approve,,,66000,2.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7659013059305917710,learnativenglish,their vs there vs they're,vocabulary,keep,,approve,,,16100,2.1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7644038358209023253,englishwithevelyn,when to use the with nature,grammar,keep,,approve,,,51000,2.1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7625304599410380052,englishwithevelyn,unsatisfied vs dissatisfied,vocabulary,keep,,approve,,,43800,1.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7667934859276340493,learnativenglish,irregular past tense verbs,grammar,keep,,approve,,,13100,1.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7656818357773110541,learnativenglish,-ed vs -ing adjectives,grammar,keep,,approve,,,12800,1.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7654436752760851726,learnativenglish,than vs then vs them,vocabulary,keep,,approve,,,12600,1.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7652099948825021716,englishwithevelyn,names for shades of colour,vocabulary,keep,,approve,,,40300,1.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@wordy.adri/video/7671343424200559894,wordy.adri,male and female titles for rulers,vocabulary,keep,,approve,,,4556,1.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7669465798020254990,learnativenglish,words for multiples one to ten,vocabulary,keep,,approve,,,11500,1.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7657223312086535438,learnativenglish,is or are with tricky nouns,grammar,keep,,approve,,,10800,1.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7626206875817757973,englishwithevelyn,moral vs morale,vocabulary,keep,,approve,,,33600,1.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7657528851370626317,learnativenglish,prepositions after common verbs,grammar,keep,,approve,,,9612,1.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7667049231110163732,englishwithevelyn,no to after gonna and wanna,phrases,keep,,approve,,,32800,1.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7653587480905551125,englishwithevelyn,too much or too many vs a lot of,grammar,keep,,approve,,,32900,1.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7645861609046297877,englishwithevelyn,economic vs economical,vocabulary,keep,,approve,,,31700,1.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7623126526002842901,englishwithevelyn,precede vs proceed,vocabulary,keep,,approve,,,32700,1.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@wordy.adri/video/7653168574743334166,wordy.adri,names for groups of animals,vocabulary,keep,,approve,,,3637,1.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7660868755714608397,learnativenglish,preposition quiz,grammar,keep,,approve,,,8932,1.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7651096608846728462,learnativenglish,types of ice cream,vocabulary,keep,,approve,,,8795,1.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7666188795020053780,englishwithevelyn,present perfect vs past simple,grammar,keep,,approve,,,28600,1.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7644325073515810069,englishwithevelyn,drive vs derive,vocabulary,keep,,approve,,,29300,1.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7639853991689587989,englishwithevelyn,polite ways to say what,phrases,keep,,approve,,,29900,1.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7663095322708561165,learnativenglish,prepositions after feelings,grammar,keep,,approve,,,8671,1.1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7671424628807552276,englishwithevelyn,"unknown, no caption or transcript",other,keep,,approve,,,28300,1.1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7648893307451362581,englishwithevelyn,historic vs historical,vocabulary,keep,,approve,,,26300,1.1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7643269944443981077,englishwithevelyn,important to do vs important to doing,grammar,keep,,approve,,,27200,1.1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@wordy.adri/video/7656018459926580502,wordy.adri,foods that change name once made,vocabulary,keep,,approve,,,3095,1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7659818056507575566,learnativenglish,weather vs whether,vocabulary,keep,,approve,,,7272,1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7656446827876683022,learnativenglish,words for food gone bad,vocabulary,keep,,approve,,,7530,1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7655178781870558478,learnativenglish,prepositions after feelings,grammar,keep,,approve,,,7535,1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7651954047972330765,learnativenglish,irregular past tense verbs,grammar,keep,,approve,,,7573,1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7661770166711209237,englishwithevelyn,no but after although or even though,grammar,keep,,approve,,,24000,1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7640993014009122068,englishwithevelyn,"yeah right is sarcastic, not agreement",phrases,keep,,approve,,,25700,1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7623889656383327508,englishwithevelyn,genius vs ingenious,vocabulary,keep,,approve,,,24300,1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7657560061996322061,learnativenglish,you ever becomes y'ever in fast speech,phrases,keep,,approve,,,6524,0.9
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7651962636120100109,learnativenglish,in the blends in fast speech,phrases,keep,,approve,,,6546,0.9
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7662415792985722125,learnativenglish,is or are with tricky nouns,grammar,keep,,approve,,,5669,0.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7661673260492279054,learnativenglish,taut vs taught,vocabulary,keep,,approve,,,5979,0.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7658642225072573710,learnativenglish,a little or a few,grammar,keep,,approve,,,6074,0.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7655302552849812749,learnativenglish,irregular verb past and participle forms,grammar,keep,,approve,,,6187,0.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7652334647661169934,learnativenglish,irregular verb past and participle forms,grammar,keep,,approve,,,6234,0.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7650849310451567885,learnativenglish,used to vs be used to,grammar,keep,,approve,,,6164,0.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7650269106981162254,learnativenglish,irregular verb past and participle forms,grammar,keep,,approve,,,6198,0.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7649612508931656974,learnativenglish,present continuous tense,grammar,keep,,approve,,,5677,0.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7665064186552093972,englishwithevelyn,I wish vs I hope,grammar,keep,,approve,,,20400,0.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7651378599081037076,englishwithevelyn,"compared to, not as compared to",grammar,keep,,approve,,,19800,0.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7644656360348536084,englishwithevelyn,prey vs pray,vocabulary,keep,,approve,,,19800,0.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7620911709837856020,englishwithevelyn,infinitive or -ing after verbs,grammar,keep,,approve,,,19800,0.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnwithmeera/video/7626233784790224141,learnwithmeera,better words than old,vocabulary,keep,,approve,,,1433,0.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@wordy.adri/video/7671685930721234198,wordy.adri,condiment names,vocabulary,keep,,approve,,,2038,0.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7669496190282648846,learnativenglish,repeating-sound expressions like willy nilly,phrases,keep,,approve,,,5403,0.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7665003851862347021,learnativenglish,is or are with uncountable nouns,grammar,keep,,approve,,,5641,0.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7659755518604430606,learnativenglish,is or are quiz,grammar,keep,,approve,,,5034,0.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7654560650911386893,learnativenglish,stopped to vs stopped doing,grammar,keep,,approve,,,5507,0.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7652209923744484622,learnativenglish,adjective to noun forms,vocabulary,keep,,approve,,,4978,0.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7665475723330686229,englishwithevelyn,some time vs sometime,vocabulary,keep,,approve,,,18200,0.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7651743768873454868,englishwithevelyn,"ask someone something, not from",grammar,keep,,approve,,,17600,0.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7627905605650582805,englishwithevelyn,pricey vs priceless,vocabulary,keep,,approve,,,16100,0.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7617672976883977493,englishwithevelyn,possessive before a gerund,grammar,keep,,approve,,,17100,0.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnwithmeera/video/7624202405680336142,learnwithmeera,words meaning without something,vocabulary,keep,,approve,,,1132,0.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7666868054814461197,learnativenglish,rhyming words for types of people,phrases,keep,,approve,,,4468,0.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7654932398366412045,learnativenglish,pastry names,vocabulary,keep,,approve,,,4694,0.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7666604741320920341,englishwithevelyn,don't say more with -er adjectives,grammar,keep,,approve,,,15200,0.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7657323094809251092,englishwithevelyn,ways to say you like something,phrases,keep,,approve,,,14300,0.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7650994386934844692,englishwithevelyn,to have plus past participle,grammar,keep,,approve,,,15800,0.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7649247593523891476,englishwithevelyn,classic vs classical,vocabulary,keep,,approve,,,15700,0.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7646280997062921493,englishwithevelyn,fantastic vs fantastical,vocabulary,keep,,approve,,,14300,0.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7669867324534476046,learnativenglish,formal words for academic writing,vocabulary,keep,,approve,,,3800,0.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7666541907576753422,learnativenglish,names of bugs and creepy crawlies,vocabulary,keep,,approve,,,3609,0.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7663901592206232845,learnativenglish,forgot to do vs forgot doing,grammar,keep,,approve,,,3626,0.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7657962680170335501,learnativenglish,irregular past simple verbs,grammar,keep,,approve,,,3594,0.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7653323289288346894,learnativenglish,reptile names,vocabulary,keep,,approve,,,3779,0.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7649983543380167950,learnativenglish,turning adjectives into nouns,vocabulary,keep,,approve,,,3659,0.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7662850692469558549,englishwithevelyn,"present perfect after the best, the first",grammar,keep,,approve,,,12800,0.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7662468048674180372,englishwithevelyn,suspicious vs suspect,vocabulary,keep,,approve,,,12700,0.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7654368566556282132,englishwithevelyn,used to is only for the past,grammar,keep,,approve,,,11200,0.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7636915969289374996,englishwithevelyn,idioms for raising pressure or standards,phrases,keep,,approve,,,11900,0.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7619050543029505301,englishwithevelyn,confident vs confidant,vocabulary,keep,,approve,,,12700,0.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7666213937712483598,learnativenglish,irregular verbs and their participles,grammar,keep,,approve,,,3061,0.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7661302071156608269,learnativenglish,irregular past tense verbs,grammar,keep,,approve,,,3145,0.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7660497746801052941,learnativenglish,irregular verbs and their participles,grammar,keep,,approve,,,2801,0.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7658704396515167501,learnativenglish,irregular verbs and their participles,grammar,keep,,approve,,,2804,0.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7657158194980080910,learnativenglish,irregular past tense verbs,grammar,keep,,approve,,,2781,0.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7670370502342479125,englishwithevelyn,advanced negative adjectives,vocabulary,keep,,approve,,,10800,0.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7668440593550396693,englishwithevelyn,advanced negative adjectives,vocabulary,keep,,approve,,,8985,0.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7618222209307282709,englishwithevelyn,working hard vs hardly working,phrases,keep,,approve,,,10900,0.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7617961621247331604,englishwithevelyn,verb form after to,grammar,keep,,approve,,,10100,0.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnwithmeera/video/7628056392313654541,learnwithmeera,fun expressions native speakers use,phrases,keep,,approve,,,580,0.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@wordy.adri/video/7671875552520981763,wordy.adri,verbs about water,vocabulary,keep,,approve,,,1063,0.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7667635534616890637,learnativenglish,I went to vs I have been to,grammar,keep,,approve,,,2087,0.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7663157840286190861,learnativenglish,pasta names in English,vocabulary,keep,,approve,,,2267,0.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7660189731401059597,learnativenglish,remember doing vs remember to do,grammar,keep,,approve,,,1978,0.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7656786721559858445,learnativenglish,site vs sight,vocabulary,keep,,approve,,,1992,0.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7668837551590935829,englishwithevelyn,words for a gripping movie,vocabulary,keep,,approve,,,6240,0.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7626983707735248149,englishwithevelyn,how to use if I were to,grammar,keep,,approve,,,8602,0.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7624617121179372820,englishwithevelyn,casual ways to say normal sentences,phrases,keep,,approve,,,6587,0.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7622000686825327893,englishwithevelyn,adapt vs adopt,vocabulary,keep,,approve,,,7379,0.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7618623883813375253,englishwithevelyn,infinitive or -ing after verbs,grammar,keep,,approve,,,8025,0.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7617319541881933076,englishwithevelyn,valuable vs invaluable,vocabulary,keep,,approve,,,7032,0.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7663528489290583309,learnativenglish,irregular verb past and participle forms,grammar,keep,,approve,,,1583,0.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7664120441296014612,englishwithevelyn,expressions with literal and figurative meanings,phrases,keep,,approve,,,4703,0.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7650207548322090260,englishwithevelyn,phrasal verbs with two meanings,phrases,keep,,approve,,,4365,0.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7623109576778370325,englishwithevelyn,unusual action verbs,vocabulary,keep,,approve,,,5816,0.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7626064700215692565,englishwithevelyn,laughing at your mistakes helps you learn,motivation,keep,,approve,,,3389,0.1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7647648438049443092,englishwithevelyn,subject verb agreement,grammar,keep,,reject,correction,"This requires us to embed a clip that will be played out, so we should eliminate such videos. I think it kind of fall into the category of not exactly, but something on those lines.",474600,19.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7637584943278837012,englishwithevelyn,why 'more faster' is wrong,grammar,keep,,reject,correction,"Again, this is one of those videos where a clip has to be played",303700,12.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7640615184792407317,englishwithevelyn,subject-verb agreement with two subjects,grammar,keep,,reject,correction,Clip format,241100,9.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7649898392595860757,englishwithevelyn,subject verb agreement with millions of,grammar,keep,,reject,correction,,174800,7.1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7659523879383190805,englishwithevelyn,third conditional if clause,grammar,keep,,reject,correction,Clip format,145200,5.9
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7652558338546273556,englishwithevelyn,verb patterns after suggest,grammar,keep,,reject,correction,Clip format,108300,4.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7645428024564927764,englishwithevelyn,C2 level vocabulary quiz,vocabulary,keep,,reject,oneoff,,89800,3.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7658004369119481109,englishwithevelyn,word order in indirect questions,grammar,keep,,reject,correction,Clip format,57600,2.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7649240985829903630,learnativenglish,names of common insects,vocabulary,keep,,reject,correction,Already posted,16500,2.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7652834160712666388,englishwithevelyn,subjunctive after it's important that,grammar,keep,,reject,correction,Clip format,49900,2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7659860603024051477,englishwithevelyn,describing a football celebration in English,other,keep,,reject,correction,Clip format,35200,1.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7668783209357872398,learnativenglish,"every, any, some and no words",vocabulary,keep,,reject,correction,Already posted,9953,1.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7666496785505848589,learnativenglish,practise English in the comments,motivation,keep,,reject,oneoff,,9764,1.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7664594427071040782,learnativenglish,stop scrolling and go practise,motivation,keep,,reject,correction,"Not educational, general promotional",9726,1.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7646541998039534869,englishwithevelyn,"from a standpoint, not on a standpoint",grammar,keep,,reject,correction,Clip format,32500,1.3
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7671120558888635669,englishwithevelyn,animal group names,vocabulary,keep,,reject,correction,Already posted,27700,1.1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7667223828132662541,learnativenglish,why you must practise speaking,motivation,keep,,reject,correction,"Not educational, general promotional",5371,0.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7661982322354343182,learnativenglish,stumbling for words is part of learning,motivation,keep,,reject,correction,"Not educational, general promotional",5445,0.7
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnwithmeera/video/7650779135589010702,learnwithmeera,texting abbreviations,vocabulary,keep,,reject,correction,Already posted,1199,0.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7668754263232761102,learnativenglish,sea creature names,vocabulary,keep,,reject,correction,Already posted,4624,0.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7619408852777454869,englishwithevelyn,I wish + past perfect for regrets,grammar,keep,,reject,correction,Clip format,14800,0.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7664856581825203477,englishwithevelyn,connected speech in a common question,phrases,keep,,reject,oneoff,,11400,0.5
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7649848223951228181,englishwithevelyn,describing a roofing job in English,other,keep,,reject,correction,Clip format,6071,0.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7623533252183198996,englishwithevelyn,short story reading practice,other,keep,,reject,correction,Clip format,5424,0.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7620515403181198613,englishwithevelyn,excursion vs incursion,vocabulary,keep,,reject,correction,Clip format,5302,0.2
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7663591057749314837,englishwithevelyn,describing a scene on a balcony,other,keep,,reject,correction,,3395,0.1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7619793792329452821,englishwithevelyn,describing a waiter dropping a tray,other,keep,,reject,correction,Clip format,3010,0.1
